기준일,검체채취 가능여부,시도,시군구,의료기관명,주소,평일 운영시간,토요일 운영시간,일요일/공휴일 운영시간,대표 전화번호, 주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
2021년 01월 13일 12시,○,부산,연제구,부산광역시의료원,연제구 월드컵대로 359,08:30 ~ 17:30,08:30 ~ 17:30,08:30 ~ 17:30,051-607-2816, 연제구 월드컵대로 359,129.0598,35.187171,정좌표,공개용버전 미지원,새주소,미지원,미지원,47527
2021년 01월 13일 12시,○,부산,영도구,영도구보건소,부산광역시 영도구 청학2동 48-3 영도구청,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,051-419-4931, 부산광역시 영도구 청학2동 48-3 영도구청,129.068021,35.091227,정좌표,공개용버전 미지원,구주소,미지원,미지원,49011
2021년 01월 13일 12시,○,부산,영도구,영도병원,부산시 영도구 태종로 85,9:00 ~ 17:00,9:00 ~ 13:00,미운영,051-419-7873, 부산시 영도구 태종로 85,129.040496,35.092205,정좌표,공개용버전 미지원,새주소,미지원,미지원,49036
2021년 01월 13일 12시,○,부산,영도구,해동병원,부산시 영도구 태종로 133(봉래동 3가),8:30 ~ 17:00,미운영,미운영,051-410-6682, 부산시 영도구 태종로 133(봉래동 3가),129.043795,35.092006,정좌표,공개용버전 미지원,새주소,미지원,미지원,49035
2021년 01월 13일 12시,○,부산,해운대구,해운대구보건소,부산 해운대구 좌2동 1339,09:00 ~ 17:00,14:00 ~ 17:00,14:00 ~ 17:00,051-746-4000, 부산 해운대구 좌2동 1339,129.178912,35.16395,정좌표,공개용버전 미지원,구주소,미지원,미지원,48104
2021년 01월 13일 12시,○,부산,해운대구,해운대백병원,해운대로875,08:30 ~ 17:00,미운영,미운영,051-797-0100, 해운대로875,129.163511,35.163099,시군구 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,부산,해운대구,해운대부민병원,해운대로584,09:00 ~ 17:00,미운영,미운영,051-602-8000, 해운대로584,129.163511,35.163099,시군구 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,대구,달서구,달서구보건소,대구 달서구 월성동(월성2동) 281 달서구청,09:00 ~ 17:00,10:00 ~ 17:30,10:00 ~ 17:30,053-667-5751, 대구 달서구 월성동(월성2동) 281 달서구청,128.532817,35.829881,정좌표,공개용버전 미지원,구주소,미지원,미지원,42731
2021년 01월 13일 12시,○,대구,달서구,계명대학교 동산병원,대구 달서구 달구벌대로 1035,09:00 ~ 17:00,미운영,미운영,1577-6622, 대구 달서구 달구벌대로 1035,128.480123,35.853889,정좌표,공개용버전 미지원,새주소,미지원,미지원,42601
2021년 01월 13일 12시,○,대구,달서구,삼일병원,대구 달서구 월배로 446,09:00 ~ 18:00,09:00 ~ 13:00,미운영,053-659-3100, 대구 달서구 월배로 446,128.554377,35.832983,정좌표,공개용버전 미지원,새주소,미지원,미지원,42818
2021년 01월 13일 12시,○,대구,달서구,구병원,대구 달서구 감삼북길 141,09:00 ~ 17:30,09:00 ~ 13:00,미운영,053-560-9114, 대구 달서구 감삼북길 141,128.541381,35.85069,정좌표,공개용버전 미지원,새주소,미지원,미지원,42644
2021년 01월 13일 12시,○,대구,달서구,세강병원,대구 달서구 구마로 220,09:00 ~ 17:00,09:00 ~ 13:00,미운영,053-215-6200, 대구 달서구 구마로 220,128.551702,35.836754,정좌표,공개용버전 미지원,새주소,미지원,미지원,42736
2021년 01월 13일 12시,○,대구,달서구,W병원,대구 달서구 달구벌대로 1632,09:00 ~ 18:00,09:00 ~ 13:00,미운영,053-555-5000, 대구 달서구 달구벌대로 1632,128.544959,35.852648,정좌표,공개용버전 미지원,새주소,미지원,미지원,42642
2021년 01월 13일 12시,○,대구,달성군,달성군 보건소,대구 달성군 현풍읍 하리 253-2,09:00 ~ 18:00,09:00 ~ 14:00,09:00 ~ 14:00,053-668-3333, 대구 달성군 현풍읍 하리 253-2,128.445474,35.692079,정좌표,공개용버전 미지원,구주소,미지원,미지원,43004
2021년 01월 13일 12시,○,대구,남구,대구광역시 남구보건소,대구 남구 대명2동 2003번지(영선길 34),09:00 ~ 18:00,9:00 ~ 13:00,9:00 ~ 13:00,053-664-3601, 대구 남구 대명2동 2003번지(영선길 34),128.591512,35.853843,정좌표,공개용버전 미지원,구주소,미지원,미지원,42424
2021년 01월 13일 12시,○,대구,남구,영남대학교 병원,대구 남구 현충로 170,08:30 ~ 13:00,미운영,미운영,053-620-3177, 대구 남구 현충로 170,128.584767,35.847567,정좌표,공개용버전 미지원,새주소,미지원,미지원,42415
2021년 01월 13일 12시,○,대구,남구,대구가톨릭대학교 병원,대구 남구 두류공원로17길 33,08:30 ~ 17:30,08:30 ~ 12:30,미운영,053-650-4194, 대구 남구 두류공원로17길 33,128.567458,35.84354,정좌표,공개용버전 미지원,새주소,미지원,미지원,42472
2021년 01월 13일 12시,○,대구,남구,드림병원,대구 남구 대명로 153,08:30 ~ 17:30,08:30 ~ 12:30,미운영,053-640-8800, 대구 남구 대명로 153,128.57447,35.839604,정좌표,공개용버전 미지원,새주소,미지원,미지원,42474
2021년 01월 13일 12시,○,대구,동구,대구광역시 동구보건소,대구 동구 검사동(동촌동) 1005-8 동구보건소,09:00 ~ 18:00,09:00 ~ 16:00,09:00 ~ 16:00,053-662-3225, 대구 동구 검사동(동촌동) 1005-8 동구보건소,128.651234,35.888108,정좌표,공개용버전 미지원,구주소,미지원,미지원,41143
2021년 01월 13일 12시,○,대구,동구,대구파티마병원,대구광역시 동구 아양로 99,09:00 ~ 17:00,09:00 ~ 12:00,미운영,053-940-7098, 대구광역시 동구 아양로 99,128.623943,35.884017,정좌표,공개용버전 미지원,새주소,미지원,미지원,41199
2021년 01월 13일 12시,○,대구,북구,대구광역시 북구보건소,대구광역시 북구 침산3동 521-2 (침산동 북구보건소),11:00 ~ 17:00,11:00 ~ 16:00,11:00 ~ 16:00,053-665-2756, 대구광역시 북구 침산3동 521-2 (침산동 북구보건소),128.588869,35.891783,정좌표,공개용버전 미지원,구주소,미지원,미지원,41550
2021년 01월 13일 12시,○,대구,북구,대구가톨릭대학교 칠곡가톨릭병원,대구 북구 칠곡중앙대로 440,09:00 ~ 17:00,09:00 ~ 12:00,미운영,053-320-2071, 대구 북구 칠곡중앙대로 440,128.549258,35.934927,정좌표,공개용버전 미지원,새주소,미지원,미지원,41438
2021년 01월 13일 12시,○,대구,서구,대구광역시 서구보건소,대구 서구 평리3동 1230-9(국채보상로257),09:30 ~ 16:30,09:30 ~ 12:00,미운영,"053-663-3176, 3178", 대구 서구 평리3동 1230-9(국채보상로257),128.559291,35.872321,정좌표,공개용버전 미지원,구주소,미지원,미지원,41777
2021년 01월 13일 12시,○,대구,서구,대구의료원,대구 서구 평리로 157,08:30 ~ 17:30,08:30 ~ 17:30,08:30 ~ 17:30,053-560-7575, 대구 서구 평리로 157,128.539979,35.859421,정좌표,공개용버전 미지원,새주소,미지원,미지원,41845
2021년 01월 13일 12시,○,대구,중구,대구광역시 중구보건소,대구 중구 태평로3가(성내3동) 174-1 중구보건소,09:00 ~ 17:00,09:00 ~ 12:00,09:00 ~ 12:00,053-661-3121, 대구 중구 태평로3가(성내3동) 174-1 중구보건소,128.583307,35.877894,정좌표,공개용버전 미지원,구주소,미지원,미지원,41901
2021년 01월 13일 12시,○,대구,중구,경북대학교병원,대구 중구 동덕로 130 경북대학교병원,08:00 ~ 17:00,미운영,미운영,053-200-4355, 대구 중구 동덕로 130 경북대학교병원,128.604946,35.866124,정좌표,공개용버전 미지원,새주소,미지원,미지원,41944
2021년 01월 13일 12시,○,대구,수성구,수성구보건소,대구 수성구 중동 266-5(수성로213),09:00 ~ 18:00,09:00 ~ 16:00,09:00 ~ 16:00,053-666-3266, 대구 수성구 중동 266-5(수성로213),128.612289,35.844753,정좌표,공개용버전 미지원,구주소,미지원,미지원,42152
2021년 01월 13일 12시,○,인천,강화군,강화군보건소,인천 강화군 강화읍 남산리 324-1 강화군보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,032-930-4007, 인천 강화군 강화읍 남산리 324-1 강화군보건소,126.48493,37.737214,정좌표,공개용버전 미지원,구주소,미지원,미지원,23037
2021년 01월 13일 12시,○,인천,계양구,계양구보건소,인천 계양구 계산동 1079-1,09:00 ~ 21:00,09:00 ~ 18:00,14:00 ~ 18:00,032-430-7821, 인천 계양구 계산동 1079-1,126.737747,37.537422,정좌표,공개용버전 미지원,구주소,미지원,미지원,21067
2021년 01월 13일 12시,○,인천,계양구,인성의료재단 한림병원,계양구 장재로 722,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,032-540-9118~9, 계양구 장재로 722,126.737673,37.537105,(도로명 없음)시구군 좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,인천,계양구,메디플렉스 세종병원,계양구 계양문화로 20,09:30 ~ 16:30,09:30 ~ 11:30,미운영,032-240-8000, 계양구 계양문화로 20,126.736857,37.53251,정좌표,공개용버전 미지원,새주소,미지원,미지원,21080
2021년 01월 13일 12시,○,인천,남동구,인천광역시남동구보건소,인천 남동구 만수동(만수6동) 1008 남동구청 남동구보건소 남동구보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,032-453-8430, 인천 남동구 만수동(만수6동) 1008 남동구청 남동구보건소 남동구보건소,126.73107,37.447256,정좌표,공개용버전 미지원,구주소,미지원,미지원,21589
2021년 01월 13일 12시,○,인천,남동구,길의료재단 길병원,인천 남동구 남동대로 744번길 21,08:00 ~ 17:00,08:00 ~ 12:00,미운영,032-460-3124, 인천 남동구 남동대로 744번길 21,126.731634,37.447361,(도로명 없음)시구군 좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,인천,부평구,인천광역시부평구보건소,인천광역시 부평구 부평4동 442-1번지,09:00 ~ 21:00,09:00 ~ 20:00,09:00 ~ 20:00,032-509-3100, 인천광역시 부평구 부평4동 442-1번지,126.724261,37.498848,정좌표,공개용버전 미지원,구주소,미지원,미지원,21359
2021년 01월 13일 12시,○,인천,부평구,부평세림병원,인천광역시 부평구 부평대로 175,8:30 ~ 17:0,8:30 ~ 12:30,0:0 ~ 24:0,032-524-0591, 인천광역시 부평구 부평대로 175,126.719545,37.506807,정좌표,공개용버전 미지원,새주소,미지원,미지원,21364
2021년 01월 13일 12시,○,인천,부평구,가톨릭대학교 인천성모병원,인천광역시 부평구 동수로 56,8:30 ~ 17:0,8:30 ~ 12:0,미운영,032-1544-9004, 인천광역시 부평구 동수로 56,126.725027,37.484386,정좌표,공개용버전 미지원,새주소,미지원,미지원,21431
2021년 01월 13일 12시,○,인천,부평구,근로복지공단 인천병원,인천광역시 부평구 무네미로 446,8:30 ~ 17:0,미운영,미운영,032-500-0114, 인천광역시 부평구 무네미로 446,126.754446,37.475572,정좌표,공개용버전 미지원,새주소,미지원,미지원,21417
2021년 01월 13일 12시,○,인천,연수구,연수구보건소,인천 연수구 청학동  465-2(함박뫼로 13호),09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,032-749-8176, 인천 연수구 청학동  465-2(함박뫼로 13호),126.67111,37.418909,정좌표,공개용버전 미지원,구주소,미지원,미지원,21915
2021년 01월 13일 12시,○,인천,연수구,나사렛국제병원,"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",09:00 ~ 17:30,09:00 ~ 13:00,미운영,032-899-9999," 인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",126.67049,37.407954,정좌표,공개용버전 미지원,새주소,미지원,미지원,21972
2021년 01월 13일 12시,○,인천,연수구,인천적십자병원,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",08:30 ~ 17:00,08:30 ~ 12:00,미운영,032-899-4000," 인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",126.689746,37.418486,정좌표,공개용버전 미지원,새주소,미지원,미지원,21935
2021년 01월 13일 12시,○,인천,옹진군,옹진군보건소,인천광역시 남구 용현5동 627-608,09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,032-899-3130, 인천광역시 남구 용현5동 627-608,126.636865,37.446541,정좌표,공개용버전 미지원,구주소,미지원,미지원,22193
2021년 01월 13일 12시,○,인천,옹진군,백령병원,인천광역시 백령로 233,09:00 ~ 18:00,09:00 ~ 18:00,09:18 ~ 00:00,032-836-1731, 인천광역시 백령로 233,126.705297,37.45614,광역시 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,인천,미추홀구,인천광역시미추홀구보건소,인천 미추홀구 도화동(도화1동) 357-1 미추홀구보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,032-880-5333~5, 인천 미추홀구 도화동(도화1동) 357-1 미추홀구보건소,126.677463,37.461058,정좌표,공개용버전 미지원,구주소,미지원,미지원,22136
2021년 01월 13일 12시,○,인천,동구,인천광역시동구보건소,"인천 동구 만석동 18-3 인천광역시동구보건소, 1동",09:00 ~ 21:00,09:00 ~ 20:00,09:00 ~ 20:00,032-770-6316," 인천 동구 만석동 18-3 인천광역시동구보건소, 1동",126.620756,37.486206,법정동 좌표,공개용버전 미지원,판별불가,미지원,미지원,22510
2021년 01월 13일 12시,○,인천,동구,인천백병원,인천 동구 샛골로214,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,1800-7070, 인천 동구 샛골로214,126.645826,37.481702,정좌표,공개용버전 미지원,새주소,미지원,미지원,22534
2021년 01월 13일 12시,○,인천,동구,인천광역시의료원,인천 동구 방축로217,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,032-580-6119, 인천 동구 방축로217,126.66922,37.478418,정좌표,공개용버전 미지원,새주소,미지원,미지원,22532
2021년 01월 13일 12시,○,인천,서구,인천광역시서구보건소,인천 서구 심곡동(연희동) 246-1 서구보건소 39,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,032-560-5000, 인천 서구 심곡동(연희동) 246-1 서구보건소 39,126.673774,37.544379,정좌표,공개용버전 미지원,구주소,미지원,미지원,22726
2021년 01월 13일 12시,○,인천,중구,인천광역시중구보건소,인천 중구 전동 2-1,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,032-760-6050, 인천 중구 전동 2-1,126.628973,37.477075,정좌표,공개용버전 미지원,구주소,미지원,미지원,22309
2021년 01월 13일 12시,○,인천,중구,인하대병원,인천 중구 인항로27,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,032-890-2114, 인천 중구 인항로27,126.634178,37.458863,정좌표,공개용버전 미지원,새주소,미지원,미지원,22332
2021년 01월 13일 12시,○,인천,중구,인천기독병원,인천 중구 답동로 30번길 10,08:30 ~ 17:30,미운영,미운영,032-270-8300, 인천 중구 답동로 30번길 10,126.632078,37.471128,정좌표,공개용버전 미지원,새주소,미지원,미지원,22320
2021년 01월 13일 12시,○,인천,중구,영종 국제도시보건과,인천 중구 운남서로 100-1,09:00 ~ 21:00,09:00 ~ 18:00,미운영,032-760-6888, 인천 중구 운남서로 100-1,126.531282,37.493831,정좌표,공개용버전 미지원,새주소,미지원,미지원,22372
2021년 01월 13일 12시,○,광주,광산구,광산구보건소,광주광역시 광산구 광산로29번길 15(송정동),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,062-960-8771, 광주광역시 광산구 광산로29번길 15(송정동),126.793695,35.139461,정좌표,공개용버전 미지원,새주소,미지원,미지원,62430
2021년 01월 13일 12시,○,광주,광산구,첨단종합병원,광주광역시 광산구 첨단중앙로 170번길 59,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,062-601-8119, 광주광역시 광산구 첨단중앙로 170번길 59,126.8453,35.221114,정좌표,공개용버전 미지원,새주소,미지원,미지원,62274
2021년 01월 13일 12시,○,광주,광산구,KS병원,광산구 왕버들로220,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,062-975-9119, 광산구 왕버들로220,126.833198,35.197905,정좌표,공개용버전 미지원,새주소,미지원,미지원,62248
2021년 01월 13일 12시,○,광주,남구,광주남구보건소,광주광역시 남구 주월1동 1284-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,062-671-4339, 광주광역시 남구 주월1동 1284-1,126.901136,35.129504,인근좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
